id,month,month_of, week,day,sansculottides,item,item_url
282,Messidor,Harvest,2,12,FALSE,Artichokes,https://en.wikipedia.org/wiki/Artichokes
283,Messidor,Harvest,2,13,FALSE,Clove,https://en.wikipedia.org/wiki/Clove
284,Messidor,Harvest,2,14,FALSE,Lavender,https://en.wikipedia.org/wiki/Lavender
285,Messidor,Harvest,2,15,FALSE,Chamois,https://en.wikipedia.org/wiki/Chamois
286,Messidor,Harvest,2,16,FALSE,Tobacco,https://en.wikipedia.org/wiki/Tobacco
287,Messidor,Harvest,2,17,FALSE,Redcurrant,https://en.wikipedia.org/wiki/Redcurrant
288,Messidor,Harvest,2,18,FALSE,Hairy Vetchling,https://en.wikipedia.org/wiki/Lathyrus
289,Messidor,Harvest,2,19,FALSE,Cherries,https://en.wikipedia.org/wiki/Cherries
290,Messidor,Harvest,2,20,FALSE,Parks,https://en.wikipedia.org/wiki/Parks
291,Messidor,Harvest,3,21,FALSE,Mint,https://en.wikipedia.org/wiki/Mint
292,Messidor,Harvest,3,22,FALSE,Cumin,https://en.wikipedia.org/wiki/Cumin
293,Messidor,Harvest,3,23,FALSE,Beans,https://en.wikipedia.org/wiki/Beans
294,Messidor,Harvest,3,24,FALSE,Alkanet,https://en.wikipedia.org/wiki/Alkanet
295,Messidor,Harvest,3,25,FALSE,Guineafowl,https://en.wikipedia.org/wiki/Guineafowl
296,Messidor,Harvest,3,26,FALSE,Sage,https://en.wikipedia.org/wiki/Salvia_officinalis
297,Messidor,Harvest,3,27,FALSE,Garlic,https://en.wikipedia.org/wiki/Garlic
298,Messidor,Harvest,3,28,FALSE,Tare,https://en.wikipedia.org/wiki/Vicia_sativa
299,Messidor,Harvest,3,29,FALSE,Wheat,https://en.wikipedia.org/wiki/Wheat
300,Messidor,Harvest,3,30,FALSE,the Shawm,https://en.wikipedia.org/wiki/Shawm
301,Thermidor,Heat,1,1,FALSE,Spelt,https://en.wikipedia.org/wiki/Spelt
302,Thermidor,Heat,1,2,FALSE,Common mullein,https://en.wikipedia.org/wiki/Common_mullein
303,Thermidor,Heat,1,3,FALSE,Melon,https://en.wikipedia.org/wiki/Melon
304,Thermidor,Heat,1,4,FALSE,Ryegrass,https://en.wikipedia.org/wiki/Ryegrass
305,Thermidor,Heat,1,5,FALSE,Rams,https://en.wikipedia.org/wiki/Sheep
306,Thermidor,Heat,1,6,FALSE,Horsetail,https://en.wikipedia.org/wiki/Horsetail
307,Thermidor,Heat,1,7,FALSE,Mugwort,https://en.wikipedia.org/wiki/Mugwort
308,Thermidor,Heat,1,8,FALSE,Safflower,https://en.wikipedia.org/wiki/Safflower
309,Thermidor,Heat,1,9,FALSE,Blackberry,https://en.wikipedia.org/wiki/Blackberry
310,Thermidor,Heat,1,10,FALSE,the Watering can,https://en.wikipedia.org/wiki/Watering_can
311,Thermidor,Heat,2,11,FALSE,Foxtail millet,https://en.wikipedia.org/wiki/Panicum_italicum
312,Thermidor,Heat,2,12,FALSE,Glasswort,https://en.wikipedia.org/wiki/Glasswort
313,Thermidor,Heat,2,13,FALSE,Apricots,https://en.wikipedia.org/wiki/Apricots
314,Thermidor,Heat,2,14,FALSE,Basil,https://en.wikipedia.org/wiki/Basil
315,Thermidor,Heat,2,15,FALSE,Ewes,https://en.wikipedia.org/wiki/Sheep
316,Thermidor,Heat,2,16,FALSE,Marshmallow,https://en.wikipedia.org/wiki/Althaea_officinalis
317,Thermidor,Heat,2,17,FALSE,Flax,https://en.wikipedia.org/wiki/Flax
318,Thermidor,Heat,2,18,FALSE,Almonds,https://en.wikipedia.org/wiki/Almonds
319,Thermidor,Heat,2,19,FALSE,Gentian,https://en.wikipedia.org/wiki/Gentian
320,Thermidor,Heat,2,20,FALSE,the Lock,https://en.wikipedia.org/wiki/Lock_(water_transport)
321,Thermidor,Heat,3,21,FALSE,Carline thistle,https://en.wikipedia.org/wiki/Carline_thistle
322,Thermidor,Heat,3,22,FALSE,Capers,https://en.wikipedia.org/wiki/Capers
323,Thermidor,Heat,3,23,FALSE,Lentils,https://en.wikipedia.org/wiki/Lentils
324,Thermidor,Heat,3,24,FALSE,Inula,https://en.wikipedia.org/wiki/Inula
325,Thermidor,Heat,3,25,FALSE,Otters,https://en.wikipedia.org/wiki/Otters
326,Thermidor,Heat,3,26,FALSE,Myrtle,https://en.wikipedia.org/wiki/Myrtus
327,Thermidor,Heat,3,27,FALSE,Rapeseed,https://en.wikipedia.org/wiki/Rapeseed
328,Thermidor,Heat,3,28,FALSE,Lupin,https://en.wikipedia.org/wiki/Lupin
329,Thermidor,Heat,3,29,FALSE,Cotton,https://en.wikipedia.org/wiki/Cotton
330,Thermidor,Heat,3,30,FALSE,the Mill,https://en.wikipedia.org/wiki/Windmill
331,Fructidor,Fruit,1,1,FALSE,Plums,https://en.wikipedia.org/wiki/Plums
332,Fructidor,Fruit,1,2,FALSE,Millet,https://en.wikipedia.org/wiki/Millet
333,Fructidor,Fruit,1,3,FALSE,Puffballs,https://en.wikipedia.org/wiki/Puffballs
334,Fructidor,Fruit,1,4,FALSE,Six-row Barley,https://en.wikipedia.org/wiki/Barley
335,Fructidor,Fruit,1,5,FALSE,Salmon,https://en.wikipedia.org/wiki/Salmon
336,Fructidor,Fruit,1,6,FALSE,Tuberose,https://en.wikipedia.org/wiki/Tuberose
337,Fructidor,Fruit,1,7,FALSE,Winter Barley,https://en.wikipedia.org/wiki/Barley
338,Fructidor,Fruit,1,8,FALSE,Apocynum,https://en.wikipedia.org/wiki/Apocynaceae
339,Fructidor,Fruit,1,9,FALSE,Liquorice,https://en.wikipedia.org/wiki/Liquorice
340,Fructidor,Fruit,1,10,FALSE,the Ladder,https://en.wikipedia.org/wiki/Ladder
341,Fructidor,Fruit,2,11,FALSE,Watermelon,https://en.wikipedia.org/wiki/Watermelon
342,Fructidor,Fruit,2,12,FALSE,Fennel,https://en.wikipedia.org/wiki/Fennel
343,Fructidor,Fruit,2,13,FALSE,European Barberry,https://en.wikipedia.org/wiki/Berberis_vulgaris
344,Fructidor,Fruit,2,14,FALSE,Walnuts,https://en.wikipedia.org/wiki/Walnuts
345,Fructidor,Fruit,2,15,FALSE,Trout,https://en.wikipedia.org/wiki/Trout
346,Fructidor,Fruit,2,16,FALSE,Lemons,https://en.wikipedia.org/wiki/Lemons
347,Fructidor,Fruit,2,17,FALSE,Teasel,https://en.wikipedia.org/wiki/Teasel
348,Fructidor,Fruit,2,18,FALSE,Buckthorn,https://en.wikipedia.org/wiki/Buckthorn
349,Fructidor,Fruit,2,19,FALSE,Mexican Marigold,https://en.wikipedia.org/wiki/Tagetes
350,Fructidor,Fruit,2,20,FALSE,the Harvesting basket,https://en.wikipedia.org/wiki/Basket
351,Fructidor,Fruit,3,21,FALSE,Wild Roses,https://en.wikipedia.org/wiki/Rosa_canina
352,Fructidor,Fruit,3,22,FALSE,Hazelnuts,https://en.wikipedia.org/wiki/Hazelnuts
353,Fructidor,Fruit,3,23,FALSE,Hops,https://en.wikipedia.org/wiki/Hops
354,Fructidor,Fruit,3,24,FALSE,Sorghum,https://en.wikipedia.org/wiki/Sorghum
355,Fructidor,Fruit,3,25,FALSE,Crayfish,https://en.wikipedia.org/wiki/Crayfish
356,Fructidor,Fruit,3,26,FALSE,Bitter orange,https://en.wikipedia.org/wiki/Bitter_orange
357,Fructidor,Fruit,3,27,FALSE,Goldenrod,https://en.wikipedia.org/wiki/Goldenrod
358,Fructidor,Fruit,3,28,FALSE,Corn,https://en.wikipedia.org/wiki/Maize
359,Fructidor,Fruit,3,29,FALSE,Sweet Chestnut,https://en.wikipedia.org/wiki/Sweet_Chestnut
360,Fructidor,Fruit,3,30,FALSE,the Pack Basket,https://en.wikipedia.org/wiki/Basket
361,Sansculottides,Complementary Days,1,1,TRUE,Virtue,https://en.wikipedia.org/wiki/Virtue
362,Sansculottides,Complementary Days,1,2,TRUE,Talent,https://en.wikipedia.org/wiki/Aptitude
363,Sansculottides,Complementary Days,1,3,TRUE,Labor,https://en.wikipedia.org/wiki/Work_(human_activity)
364,Sansculottides,Complementary Days,1,4,TRUE,Convictions,https://en.wikipedia.org/wiki/Axiom
365,Sansculottides,Complementary Days,1,5,TRUE,Honors,https://en.wikipedia.org/wiki/Award
366,Sansculottides,Complementary Days,1,6,TRUE,Revoution,https://en.wikipedia.org/wiki/Revolution
